ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,label
-1.458984375,1.119140625,-1.845703125,198.75,-171.75,220.25,0.0
-1.458984375,1.119140625,-1.845703125,198.75,-171.75,220.25,0.0
-1.458984375,1.119140625,-1.845703125,198.75,-171.75,220.25,0.0
-1.458984375,1.119140625,-1.845703125,198.75,-171.75,220.25,0.0
-1.458984375,1.119140625,-1.845703125,198.75,-171.75,220.25,0.0
-1.458984375,1.119140625,-1.845703125,200.0,-170.375,220.0,0.0
-1.45703125,1.12109375,-1.84375,200.0,-170.375,220.0,0.0
-1.45703125,1.12109375,-1.84375,200.0,-170.375,220.0,0.0
-1.45703125,1.12109375,-1.84375,200.0,-170.375,220.0,0.0
-1.45703125,1.12109375,-1.84375,200.0,-170.375,220.0,0.0
-1.458984375,1.119140625,-1.845703125,198.75,-171.75,220.25,0.0
-1.458984375,1.119140625,-1.845703125,198.75,-171.75,220.25,0.0
-1.458984375,1.119140625,-1.845703125,198.75,-171.75,220.25,0.0
-1.458984375,1.119140625,-1.845703125,198.75,-171.75,220.25,0.0
-1.458984375,1.119140625,-1.845703125,198.75,-171.75,220.25,0.0
-1.458984375,1.119140625,-1.845703125,200.0,-170.375,220.0,0.0
-1.45703125,1.12109375,-1.84375,200.0,-170.375,220.0,0.0
-1.45703125,1.12109375,-1.84375,200.0,-170.375,220.0,0.0
-1.45703125,1.12109375,-1.84375,200.0,-170.375,220.0,0.0
-1.45703125,1.12109375,-1.84375,200.0,-170.375,220.0,0.0
-1.4736328125,1.130859375,-1.7431640625,178.5,-134.0,200.5,0.0
-1.4736328125,1.130859375,-1.7431640625,178.5,-134.0,200.5,0.0
-1.4736328125,1.130859375,-1.7431640625,178.5,-134.0,200.5,0.0
-1.4736328125,1.130859375,-1.7431640625,178.5,-134.0,200.5,0.0
-1.4736328125,1.130859375,-1.7431640625,178.5,-134.0,200.5,0.0
-1.4736328125,1.130859375,-1.7431640625,178.5,-134.0,200.5,0.0
-1.4736328125,1.130859375,-1.7431640625,178.5,-134.0,200.5,0.0
-1.4736328125,1.130859375,-1.7431640625,178.5,-134.0,200.5,0.0
-1.4736328125,1.130859375,-1.7431640625,178.5,-134.0,200.5,0.0
-1.470703125,1.134765625,-1.74609375,176.0,-133.375,199.75,0.0
-1.470703125,1.134765625,-1.74609375,176.0,-133.375,199.75,0.0
-1.470703125,1.134765625,-1.74609375,176.0,-133.375,199.75,0.0
-1.470703125,1.134765625,-1.74609375,176.0,-133.375,199.75,0.0
-1.470703125,1.134765625,-1.74609375,176.0,-133.375,199.75,0.0
-1.470703125,1.134765625,-1.74609375,176.0,-133.375,199.75,0.0
-1.470703125,1.134765625,-1.74609375,176.0,-133.375,199.75,0.0
-1.470703125,1.134765625,-1.74609375,176.0,-133.375,199.75,0.0
-1.470703125,1.134765625,-1.74609375,176.0,-133.375,199.75,0.0
-1.470703125,1.134765625,-1.74609375,173.5,-133.5,199.0,0.0
-1.466796875,1.13671875,-1.7470703125,173.5,-133.5,199.0,0.0
-1.42578125,1.109375,-1.615234375,198.5,-124.25,177.75,0.0
-1.42578125,1.109375,-1.615234375,198.5,-124.25,177.75,0.0
-1.42578125,1.109375,-1.615234375,198.5,-124.25,177.75,0.0
-1.42578125,1.109375,-1.615234375,198.5,-124.25,177.75,0.0
-1.42578125,1.109375,-1.615234375,198.5,-124.25,177.75,0.0
-1.42578125,1.109375,-1.615234375,199.0,-124.375,177.0,0.0
