ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,label
-1.90234375,0.982421875,1.896484375,123.5,-137.5,-245.625,1.0
-1.90234375,0.982421875,1.896484375,123.5,-137.5,-245.625,1.0
-1.90234375,0.982421875,1.896484375,123.5,-137.5,-245.625,1.0
-1.90234375,0.982421875,1.896484375,123.5,-137.5,-245.625,1.0
-1.90234375,0.982421875,1.896484375,123.5,-137.5,-245.625,1.0
-1.90234375,0.982421875,1.896484375,123.5,-137.5,-245.625,1.0
-1.90234375,0.982421875,1.896484375,122.0,-129.0,-243.5,1.0
-1.9033203125,0.953125,1.8984375,122.0,-129.0,-243.5,1.0
-1.9033203125,0.953125,1.8984375,122.0,-129.0,-243.5,1.0
-1.9033203125,0.953125,1.8984375,122.0,-129.0,-243.5,1.0
-1.90234375,0.982421875,1.896484375,123.5,-137.5,-245.625,1.0
-1.90234375,0.982421875,1.896484375,123.5,-137.5,-245.625,1.0
-1.90234375,0.982421875,1.896484375,123.5,-137.5,-245.625,1.0
-1.90234375,0.982421875,1.896484375,123.5,-137.5,-245.625,1.0
-1.90234375,0.982421875,1.896484375,123.5,-137.5,-245.625,1.0
-1.90234375,0.982421875,1.896484375,123.5,-137.5,-245.625,1.0
-1.90234375,0.982421875,1.896484375,122.0,-129.0,-243.5,1.0
-1.9033203125,0.953125,1.8984375,122.0,-129.0,-243.5,1.0
-1.9033203125,0.953125,1.8984375,122.0,-129.0,-243.5,1.0
-1.9033203125,0.953125,1.8984375,122.0,-129.0,-243.5,1.0
1.81640625,0.6328125,1.974609375,31.0,0.0,186.0,1.0
1.81640625,0.6328125,1.974609375,31.0,0.0,186.0,1.0
1.81640625,0.6328125,1.974609375,31.0,0.0,186.0,1.0
1.81640625,0.6328125,1.974609375,31.0,0.0,186.0,1.0
1.81640625,0.6328125,1.974609375,11.25,0.0,189.25,1.0
1.748046875,0.591796875,1.90625,11.25,0.0,189.25,1.0
1.748046875,0.591796875,1.90625,11.25,0.0,189.25,1.0
1.748046875,0.591796875,1.90625,11.25,0.0,189.25,1.0
1.748046875,0.591796875,1.90625,11.25,0.0,189.25,1.0
1.748046875,0.591796875,1.90625,11.25,0.0,189.25,1.0
1.748046875,0.591796875,1.90625,11.25,0.0,189.25,1.0
1.748046875,0.591796875,1.90625,11.25,0.0,189.25,1.0
1.748046875,0.591796875,1.90625,11.25,0.0,189.25,1.0
1.748046875,0.591796875,1.90625,11.25,0.0,189.25,1.0
1.677734375,0.55078125,1.837890625,0.0,0.0,192.75,1.0
1.677734375,0.55078125,1.837890625,0.0,0.0,192.75,1.0
1.677734375,0.55078125,1.837890625,0.0,0.0,192.75,1.0
1.677734375,0.55078125,1.837890625,0.0,0.0,192.75,1.0
1.677734375,0.55078125,1.837890625,0.0,0.0,192.75,1.0
1.677734375,0.55078125,1.837890625,0.0,0.0,192.75,1.0
-1.962890625,1.177734375,-1.8046875,231.5,223.75,169.5,1.0
