ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,label
-1.494140625,-1.6259765625,1.169921875,-249.375,-246.375,248.5,3.0
-1.494140625,-1.6259765625,1.169921875,-249.375,-246.375,248.5,3.0
-1.494140625,-1.6259765625,1.169921875,-249.375,-246.375,248.5,3.0
-1.494140625,-1.6259765625,1.169921875,-249.375,-246.375,248.5,3.0
-1.494140625,-1.6259765625,1.169921875,-249.375,-246.375,248.5,3.0
-1.494140625,-1.6259765625,1.169921875,-249.375,-246.375,248.5,3.0
-1.494140625,-1.6259765625,1.169921875,-249.375,-246.375,248.5,3.0
-1.494140625,-1.6259765625,1.169921875,-249.375,-246.375,248.5,3.0
-1.49609375,-1.6259765625,1.16796875,-249.125,-246.375,248.75,3.0
-1.49609375,-1.6259765625,1.16796875,-249.125,-246.375,248.75,3.0
-1.494140625,-1.6259765625,1.169921875,-249.375,-246.375,248.5,3.0
-1.494140625,-1.6259765625,1.169921875,-249.375,-246.375,248.5,3.0
-1.494140625,-1.6259765625,1.169921875,-249.375,-246.375,248.5,3.0
-1.494140625,-1.6259765625,1.169921875,-249.375,-246.375,248.5,3.0
-1.494140625,-1.6259765625,1.169921875,-249.375,-246.375,248.5,3.0
-1.494140625,-1.6259765625,1.169921875,-249.375,-246.375,248.5,3.0
-1.494140625,-1.6259765625,1.169921875,-249.375,-246.375,248.5,3.0
-1.494140625,-1.6259765625,1.169921875,-249.375,-246.375,248.5,3.0
-1.49609375,-1.6259765625,1.16796875,-249.125,-246.375,248.75,3.0
-1.49609375,-1.6259765625,1.16796875,-249.125,-246.375,248.75,3.0
-1.490234375,-1.6328125,1.181640625,246.5,-240.75,-248.875,3.0
-1.490234375,-1.6328125,1.181640625,246.5,-240.75,-248.875,3.0
-1.490234375,-1.6328125,1.181640625,246.5,-240.75,-248.875,3.0
-1.490234375,-1.6328125,1.181640625,246.5,-240.75,-248.875,3.0
-1.490234375,-1.6328125,1.181640625,246.5,-240.75,-248.875,3.0
-1.490234375,-1.6328125,1.181640625,246.5,-240.75,-248.875,3.0
-1.4921875,-1.6328125,1.1796875,246.75,-240.75,-248.625,3.0
-1.4921875,-1.6328125,1.1796875,246.75,-240.75,-248.625,3.0
-1.4921875,-1.6328125,1.1796875,246.75,-240.75,-248.625,3.0
-1.4921875,-1.6328125,1.1796875,246.75,-240.75,-248.625,3.0
-1.4921875,-1.6328125,1.1796875,246.75,-240.75,-248.625,3.0
-1.4921875,-1.6328125,1.1796875,246.75,-240.75,-248.625,3.0
-1.4921875,-1.6328125,1.1796875,246.75,-240.75,-248.625,3.0
-1.4921875,-1.6328125,1.1796875,246.75,-240.75,-248.625,3.0
-1.4921875,-1.6328125,1.1796875,246.75,-240.75,-248.625,3.0
-1.4921875,-1.6328125,1.1796875,247.0,-240.75,-248.625,3.0
-1.490234375,-1.6328125,1.1796875,247.0,-240.75,-248.625,3.0
-1.490234375,-1.6328125,1.1796875,247.0,-240.75,-248.625,3.0
-1.490234375,-1.6328125,1.1796875,247.0,-240.75,-248.625,3.0
-1.490234375,-1.6328125,1.1796875,247.0,-240.75,-248.625,3.0
-1.48828125,-1.626953125,1.1796875,248.5,-245.75,249.75,3.0
-1.48828125,-1.626953125,1.1796875,248.5,-245.75,249.75,3.0
-1.48828125,-1.626953125,1.1796875,248.5,-245.75,249.75,3.0
-1.48828125,-1.626953125,1.1796875,248.5,-245.75,249.75,3.0
-1.48828125,-1.626953125,1.1796875,248.5,-245.75,249.75,3.0
-1.48828125,-1.626953125,1.1796875,248.5,-245.75,249.75,3.0
-1.48828125,-1.626953125,1.1796875,248.5,-245.75,249.75,3.0
-1.48828125,-1.626953125,1.1796875,248.5,-245.75,249.75,3.0
-1.48828125,-1.626953125,1.1796875,248.5,-245.75,249.75,3.0
-1.48828125,-1.626953125,1.1796875,248.25,-245.875,249.5,3.0
-1.48828125,-1.630859375,1.17578125,248.25,-245.875,249.5,3.0
-1.48828125,-1.630859375,1.17578125,248.25,-245.875,249.5,3.0
-1.48828125,-1.630859375,1.17578125,248.25,-245.875,249.5,3.0
-1.48828125,-1.630859375,1.17578125,248.25,-245.875,249.5,3.0
-1.48828125,-1.630859375,1.17578125,248.25,-245.875,249.5,3.0
-1.48828125,-1.630859375,1.17578125,248.25,-245.875,249.5,3.0
-1.48828125,-1.630859375,1.17578125,248.25,-245.875,249.5,3.0
-1.48828125,-1.630859375,1.17578125,248.25,-245.875,249.5,3.0
-1.48828125,-1.630859375,1.17578125,248.25,-245.875,249.5,3.0
-1.490234375,-1.6328125,1.17578125,248.0,-245.875,249.75,3.0
-1.4921875,-1.611328125,1.19140625,-249.5,-243.875,248.0,3.0
-1.4921875,-1.611328125,1.19140625,-249.5,-243.875,248.0,3.0
-1.4921875,-1.611328125,1.19140625,-249.5,-243.875,248.0,3.0
-1.4921875,-1.611328125,1.19140625,-249.5,-243.875,248.0,3.0
-1.4921875,-1.611328125,1.19140625,-249.5,-243.875,248.0,3.0
-1.4921875,-1.611328125,1.19140625,-249.5,-243.875,248.0,3.0
-1.4921875,-1.611328125,1.19140625,-249.5,-243.875,248.0,3.0
-1.4921875,-1.611328125,1.19140625,-249.5,-243.875,248.0,3.0
-1.4921875,-1.611328125,1.19140625,-249.75,-243.875,248.0,3.0
-1.48828125,-1.6123046875,1.189453125,-249.75,-243.875,248.0,3.0
-1.48828125,-1.6123046875,1.189453125,-249.75,-243.875,248.0,3.0
-1.48828125,-1.6123046875,1.189453125,-249.75,-243.875,248.0,3.0
-1.48828125,-1.6123046875,1.189453125,-249.75,-243.875,248.0,3.0
