ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,label
-1.7353515625,0.634765625,1.861328125,-154.0,63.25,-187.75,1.0
-1.7353515625,0.634765625,1.861328125,-154.0,63.25,-187.75,1.0
-1.7353515625,0.634765625,1.861328125,-154.0,63.25,-187.75,1.0
-1.7353515625,0.634765625,1.861328125,-154.0,63.25,-187.75,1.0
-1.7353515625,0.634765625,1.861328125,-154.0,63.25,-187.75,1.0
-1.7353515625,0.634765625,1.861328125,-154.0,63.25,-187.75,1.0
-1.7353515625,0.634765625,1.861328125,-154.0,63.25,-187.75,1.0
-1.7353515625,0.634765625,1.861328125,-154.0,63.25,-187.75,1.0
-1.7353515625,0.634765625,1.861328125,-152.625,62.75,-187.75,1.0
-1.7373046875,0.625,1.8359375,-152.625,62.75,-187.75,1.0
-1.7353515625,0.634765625,1.861328125,-154.0,63.25,-187.75,1.0
-1.7353515625,0.634765625,1.861328125,-154.0,63.25,-187.75,1.0
-1.7353515625,0.634765625,1.861328125,-154.0,63.25,-187.75,1.0
-1.7353515625,0.634765625,1.861328125,-154.0,63.25,-187.75,1.0
-1.7353515625,0.634765625,1.861328125,-154.0,63.25,-187.75,1.0
-1.7353515625,0.634765625,1.861328125,-154.0,63.25,-187.75,1.0
-1.7353515625,0.634765625,1.861328125,-154.0,63.25,-187.75,1.0
-1.7353515625,0.634765625,1.861328125,-154.0,63.25,-187.75,1.0
-1.7353515625,0.634765625,1.861328125,-152.625,62.75,-187.75,1.0
-1.7373046875,0.625,1.8359375,-152.625,62.75,-187.75,1.0
-1.9912109375,1.1328125,1.921875,-163.75,101.0,200.75,1.0
-1.9912109375,1.1328125,1.921875,-164.125,105.5,199.75,1.0
-1.990234375,1.142578125,1.9140625,-164.125,105.5,199.75,1.0
-1.990234375,1.142578125,1.9140625,-164.125,105.5,199.75,1.0
-1.990234375,1.142578125,1.9140625,-164.125,105.5,199.75,1.0
-1.990234375,1.142578125,1.9140625,-164.125,105.5,199.75,1.0
-1.990234375,1.142578125,1.9140625,-164.125,105.5,199.75,1.0
-1.990234375,1.142578125,1.9140625,-164.125,105.5,199.75,1.0
-1.990234375,1.142578125,1.9140625,-164.125,105.5,199.75,1.0
-1.990234375,1.142578125,1.9140625,-164.125,105.5,199.75,1.0
-1.990234375,1.142578125,1.9140625,-164.125,105.5,199.75,1.0
-1.990234375,1.142578125,1.9140625,-164.0,110.25,198.75,1.0
-1.990234375,1.15234375,1.900390625,-164.0,110.25,198.75,1.0
-1.990234375,1.15234375,1.900390625,-164.0,110.25,198.75,1.0
-1.990234375,1.15234375,1.900390625,-164.0,110.25,198.75,1.0
-1.990234375,1.15234375,1.900390625,-164.0,110.25,198.75,1.0
-1.990234375,1.15234375,1.900390625,-164.0,110.25,198.75,1.0
-1.990234375,1.15234375,1.900390625,-164.0,110.25,198.75,1.0
-1.990234375,1.15234375,1.900390625,-164.0,110.25,198.75,1.0
-1.990234375,1.15234375,1.900390625,-164.0,110.25,198.75,1.0
1.8984375,0.9296875,1.513671875,173.75,-67.625,-189.375,1.0
1.8984375,0.9296875,1.513671875,173.75,-67.625,-189.375,1.0
1.8984375,0.9296875,1.513671875,173.75,-67.625,-189.375,1.0
1.8984375,0.9296875,1.513671875,173.75,-67.625,-189.375,1.0
1.8984375,0.9296875,1.513671875,173.75,-67.625,-189.375,1.0
1.8984375,0.9296875,1.513671875,173.75,-67.625,-189.375,1.0
1.8984375,0.9296875,1.513671875,173.75,-67.625,-189.375,1.0
1.8984375,0.9296875,1.513671875,173.75,-67.625,-189.375,1.0
