,ACCX_25,ACCX_50,ACCX_75,ACCY_25,ACCY_50,ACCY_75,ACCZ_25,ACCZ_50,ACCZ_75,GYRX_25,GYRX_50,GYRX_75,GYRY_25,GYRY_50,GYRY_75,GYRZ_25,GYRZ_50,GYRZ_75,label
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
129,-1.72119140625,-1.60791015625,1.1923828125,0.755859375,1.017578125,1.29296875,0.78955078125,1.814453125,1.900390625,-164.71875,3.375,207.125,-10.5,65.75,189.75,-180.1875,134.875,200.0625,1.0
130,-1.326171875,-1.310546875,-1.3046875,1.5234375,1.578125,1.58984375,1.369140625,1.380859375,1.3984375,-243.75,246.25,247.75,-246.375,-245.0,-242.875,-248.375,-246.75,243.75,3.0
131,-1.597412109375,-1.361328125,-1.00927734375,-1.8984375,-1.755859375,1.865234375,-1.330078125,-1.095703125,-0.952392578125,-235.0,-177.5625,207.625,-238.5,-204.375,-176.1875,-206.3125,192.75,237.0,2.0
132,-1.277587890625,-1.06787109375,-0.95654296875,-1.834228515625,-1.7392578125,1.44873046875,-1.5654296875,-1.3779296875,-0.22705078125,-162.25,171.125,198.5,-203.75,-167.25,102.125,-177.75,206.875,235.3125,2.0
133,-1.824462890625,-1.50048828125,1.65869140625,1.01025390625,1.1298828125,1.203125,-1.724853515625,-1.58984375,-1.484375,-196.96875,198.5,214.25,-159.03125,-123.28125,0.625,-181.34375,168.75,205.375,0.0
134,-1.4208984375,-0.9638671875,1.83642578125,1.0498046875,1.3095703125,1.615234375,-1.314453125,-1.150390625,1.416015625,-176.0,127.75,180.4375,-192.3125,-101.125,57.875,-203.875,-65.8125,178.5625,2.0
135,1.38671875,1.40625,1.46044921875,1.23193359375,1.25,1.2802734375,-1.824951171875,-1.80859375,-1.7626953125,-246.0,237.375,242.5625,-246.0,-239.125,244.4375,-246.8125,-244.1875,244.5625,3.0
136,-1.736328125,-1.60546875,-1.54638671875,1.267578125,1.3515625,1.38671875,-1.39208984375,-1.3623046875,-1.31689453125,-152.5,198.0,243.0,-209.59375,-169.9375,157.125,-220.6875,-99.4375,193.125,0.0
137,-1.40185546875,-1.244140625,-1.08740234375,1.1513671875,1.484375,1.6171875,-1.818359375,-1.4677734375,1.931640625,-155.75,89.0,173.1875,-211.4375,-38.0,168.125,-177.0,30.1875,196.0,0.0
138,-1.64599609375,-1.447265625,1.73583984375,0.9423828125,1.12109375,1.1796875,1.41015625,1.587890625,1.705078125,-217.78125,-173.75,-10.59375,0.0,69.625,151.25,-223.5,-108.25,180.5,1.0
139,-1.577880859375,-1.1962890625,-0.3681640625,1.294921875,1.4580078125,1.62890625,-1.1962890625,-1.0751953125,1.29833984375,-224.625,-188.25,159.5,-197.25,-123.5625,121.5625,-190.78125,3.875,208.5,2.0
